1.318000000000000114e+02,1.446999999999999886e+02,1.929000000000000057e+02,1.027999999999999972e+02,1.085999999999999943e+02,1.364000000000000057e+02,1.012000000000000028e+02,9.990000000000000568e+01,1.112000000000000028e+02,1.983000000000000114e+02,1.876999999999999886e+02,4.920000000000000284e+01,2.065999999999999943e+02,5.460000000000000142e+01,9.240000000000000568e+01,5.829999999999999716e+01,1.319000000000000057e+02,2.120000000000000000e+02,1.388000000000000114e+02,6.300000000000000000e+01,1.789000000000000057e+02,1.735999999999999943e+02,2.400000000000000000e+02,4.839999999999999858e+01,2.388000000000000114e+02,2.531999999999999886e+02,6.609999999999999432e+01,1.200000000000000000e+02,1.418000000000000114e+02,1.768000000000000114e+02,9.470000000000000284e+01,8.320000000000000284e+01,4.053008270263672053e+00,5.098485886264825457e-04,9.523386838196146176e-01,-1.000000000000000000e+00
1.225757575757575779e+02,2.322121212121212182e+02,1.283333333333333428e+02,9.709090909090909349e+01,1.715151515151515014e+02,1.448181818181818130e+02,9.654545454545454675e+01,1.546060606060605949e+02,1.470606060606060623e+02,2.315454545454545325e+02,1.332121212121212182e+02,3.112121212121212110e+01,2.016969696969696884e+02,1.256969696969697026e+02,8.624242424242424931e+01,7.415151515151515582e+01,1.046969696969697026e+02,2.047575757575757507e+02,1.232424242424242493e+02,1.022424242424242493e+02,1.275151515151515156e+02,1.103030303030302974e+02,2.173333333333333428e+02,4.354545454545454675e+01,1.760303030303030312e+02,1.613939393939394051e+02,8.290909090909090651e+01,9.651515151515151558e+01,1.375757575757575637e+02,1.281818181818181870e+02,1.618787878787878753e+02,9.496969696969696884e+01,3.875744862989945805e+00,6.397508332156576216e-04,5.033474273624288786e-02,1.000000000000000000e+00
5.079999999999999716e+01,1.730000000000000071e+01,1.009200000000000017e+02,1.827800000000000011e+02,9.909999999999999432e+01,1.495600000000000023e+02,2.118600000000000136e+02,7.409999999999999432e+01,9.551999999999999602e+01,6.940000000000000568e+01,1.798600000000000136e+02,2.027599999999999909e+02,1.243400000000000034e+02,1.026200000000000045e+02,1.739600000000000080e+02,1.548799999999999955e+02,2.275200000000000102e+02,1.555399999999999920e+02,1.220199999999999960e+02,1.349000000000000057e+02,1.314000000000000057e+02,1.436200000000000045e+02,8.751999999999999602e+01,1.949600000000000080e+02,1.067399999999999949e+02,1.340000000000000000e+02,1.788400000000000034e+02,1.678600000000000136e+02,4.764000000000000057e+01,1.285600000000000023e+02,9.570000000000000284e+01,1.820200000000000102e+02,3.331161570549011408e+00,1.374751794355688552e-04,3.152989564933438515e+00,1.000000000000000000e+00
1.148571428571428612e+02,1.551428571428571388e+02,1.374285714285714164e+02,1.455714285714285836e+02,1.192857142857142918e+02,1.234285714285714306e+02,8.385714285714286120e+01,1.301428571428571388e+02,1.910000000000000000e+02,1.737142857142857224e+02,1.980000000000000000e+02,3.142857142857142705e+01,2.092857142857142776e+02,1.801428571428571388e+02,5.785714285714285410e+01,8.057142857142856940e+01,1.378571428571428612e+02,2.204285714285714164e+02,1.200000000000000000e+02,7.628571428571429180e+01,8.042857142857143060e+01,9.214285714285713880e+01,2.411428571428571388e+02,2.685714285714285765e+01,2.350000000000000000e+02,2.524285714285714164e+02,7.500000000000000000e+01,5.657142857142856940e+01,1.445714285714285836e+02,1.341428571428571388e+02,1.067142857142857082e+02,5.671428571428571530e+01,3.712526627949305880e+00,3.233091291414374297e-04,5.492279158767848779e-02,-1.000000000000000000e+00
5.628787878787878896e+01,1.707727272727272805e+02,9.445454545454545325e+01,1.663484848484848442e+02,2.063636363636363740e+02,2.223333333333333428e+02,1.960606060606060623e+02,2.112727272727272805e+02,1.234393939393939377e+02,8.528787878787878185e+01,9.096969696969696884e+01,9.771212121212121815e+01,1.125454545454545467e+02,2.305909090909090935e+02,1.019848484848484844e+02,1.761515151515151558e+02,2.024242424242424363e+02,1.201212121212121247e+02,1.554848484848484986e+02,1.396060606060605949e+02,1.996060606060605949e+02,1.328181818181818130e+02,8.051515151515151558e+01,2.489848484848484986e+02,6.731818181818181301e+01,1.027121212121212182e+02,1.641969696969696884e+02,1.706060606060605949e+02,1.143333333333333286e+02,9.539393939393939092e+01,1.753333333333333428e+02,2.201818181818181870e+02,3.018311681169452143e+00,2.286383939159956360e-04,3.244835614630705134e+00,1.000000000000000000e+00
3.705555555555555713e+01,1.520555555555555429e+02,4.391666666666666430e+01,1.677500000000000000e+02,1.484166666666666572e+02,1.780000000000000000e+02,1.823055555555555429e+02,2.054166666666666572e+02,1.255277777777777715e+02,6.144444444444444287e+01,1.028888888888888857e+02,9.491666666666667140e+01,1.187777777777777715e+02,2.161388888888888857e+02,8.450000000000000000e+01,1.175000000000000000e+02,2.281666666666666572e+02,3.883333333333333570e+01,9.761111111111111427e+01,9.244444444444444287e+01,1.159722222222222285e+02,5.936111111111111427e+01,7.263888888888888573e+01,2.340555555555555429e+02,1.407222222222222285e+02,2.922222222222222143e+01,1.411944444444444571e+02,2.223055555555555429e+02,1.289166666666666572e+02,9.722222222222221433e+00,1.371111111111111143e+02,1.890000000000000000e+02,3.808558146158854019e+00,3.964461668349233232e-04,4.667089896567900437e-02,1.000000000000000000e+00
1.773333333333333428e+02,1.940000000000000000e+02,1.883333333333333428e+02,1.168333333333333286e+02,1.498333333333333428e+02,1.293333333333333428e+02,8.600000000000000000e+01,1.491666666666666572e+02,2.270000000000000000e+02,2.176666666666666572e+02,1.810000000000000000e+02,2.466666666666666785e+01,2.175000000000000000e+02,1.216666666666666714e+02,7.116666666666667140e+01,7.883333333333332860e+01,1.365000000000000000e+02,1.891666666666666572e+02,1.463333333333333428e+02,4.166666666666666430e+01,1.586666666666666572e+02,1.043333333333333286e+02,2.495000000000000000e+02,1.383333333333333393e+01,2.103333333333333428e+02,2.526666666666666572e+02,1.001666666666666714e+02,6.766666666666667140e+01,1.746666666666666572e+02,2.008333333333333428e+02,1.976666666666666572e+02,1.190000000000000000e+02,2.940410176912943374e+00,1.715657675352607323e-04,4.290920921535543858e-02,-1.000000000000000000e+00
2.190000000000000000e+02,1.980000000000000000e+02,1.880000000000000000e+02,1.095000000000000000e+02,1.727500000000000000e+02,1.425000000000000000e+02,8.450000000000000000e+01,1.462500000000000000e+02,1.167500000000000000e+02,2.345000000000000000e+02,1.802500000000000000e+02,2.500000000000000000e+01,2.130000000000000000e+02,8.900000000000000000e+01,6.925000000000000000e+01,5.050000000000000000e+01,1.445000000000000000e+02,2.062500000000000000e+02,2.170000000000000000e+02,6.300000000000000000e+01,9.725000000000000000e+01,1.087500000000000000e+02,2.480000000000000000e+02,1.000000000000000000e+01,2.330000000000000000e+02,2.460000000000000000e+02,9.575000000000000000e+01,1.005000000000000000e+02,2.015000000000000000e+02,2.247500000000000000e+02,1.980000000000000000e+02,1.190000000000000000e+02,3.348243176937103271e+00,1.552840217300399672e-04,3.411223755973263189e-02,-1.000000000000000000e+00
2.370000000000000000e+02,2.440000000000000000e+02,2.530000000000000000e+02,1.190000000000000000e+02,1.680000000000000000e+02,1.270000000000000000e+02,1.270000000000000000e+02,1.910000000000000000e+02,1.230000000000000000e+02,2.510000000000000000e+02,1.830000000000000000e+02,1.240000000000000000e+02,2.230000000000000000e+02,1.190000000000000000e+02,2.030000000000000000e+02,1.230000000000000000e+02,1.510000000000000000e+02,2.150000000000000000e+02,1.250000000000000000e+02,5.800000000000000000e+01,2.490000000000000000e+02,1.000000000000000000e+02,2.510000000000000000e+02,4.200000000000000000e+01,2.390000000000000000e+02,2.550000000000000000e+02,1.170000000000000000e+02,1.800000000000000000e+02,2.020000000000000000e+02,2.410000000000000000e+02,1.980000000000000000e+02,1.130000000000000000e+02,2.012068510055541992e+00,8.337710823980160058e-06,0.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,1.580000000000000000e+02,9.800000000000000000e+01,1.520000000000000000e+02,1.190000000000000000e+02,2.410000000000000000e+02,1.840000000000000000e+02,7.100000000000000000e+01,1.590000000000000000e+02,7.700000000000000000e+01,9.200000000000000000e+01,1.830000000000000000e+02,4.400000000000000000e+01,1.580000000000000000e+02,1.820000000000000000e+02,2.120000000000000000e+02,2.390000000000000000e+02,1.230000000000000000e+02,1.510000000000000000e+02,1.490000000000000000e+02,1.500000000000000000e+02,1.550000000000000000e+02,3.800000000000000000e+01,2.150000000000000000e+02,3.000000000000000000e+01,9.300000000000000000e+01,1.540000000000000000e+02,2.030000000000000000e+02,1.510000000000000000e+02,1.400000000000000000e+02,1.890000000000000000e+02,2.230000000000000000e+02,2.012068510055541992e+00,8.849247933540027589e-06,2.319335937500000000e-03,-1.000000000000000000e+00
